ALIQUOT_PLATE_BARCODE,ALIQUOT_WELL_ID,ALIQUOT_CONCENTRATION,ALIQUOT_CONCENTRATION_UNIT,TARGET_CONCENTRATION,TARGET_CONCENTRATION_UNIT,EPA_SAMPLE_ID,ALIQUOT_VOLUME,ALIQUOT_VOLUME_UNIT,ALIQUOT_SOLVENT,BOTTLE_ID,DTXSID,CASRN,PREFERRED_NAME
EPAPLT0732,G12,19.9997,mM,20,mM,EPAPLT0732G12,200,uL,DMSO,TX017939,DTXSID0023907,205-99-2,Benzo(b)fluoranthene
EPAPLT0732,H02,20.0016,mM,20,mM,EPAPLT0732H02,200,uL,DMSO,1096460918,DTXSID2021440,88-12-0,Vinylpyrrolidone
EPAPLT0732,H03,20.5047,mM,20,mM,EPAPLT0732H03,200,uL,DMSO,TX005193,DTXSID4024062,95-65-8,"3,4-Dimethylphenol"
EPAPLT0732,H04,20,mM,20,mM,EPAPLT0732H04,200,uL,DMSO,EV0008263,DTXSID5027932,27323-41-7,Dodecylbenzene sulfonate triethanolamine(1:1)
EPAPLT0732,H06,19.9997,mM,20,mM,EPAPLT0732H06,200,uL,DMSO,TX003725,DTXSID1026031,151-21-3,Sodium dodecyl sulfate
EPAPLT0732,H07,19.9992,mM,20,mM,EPAPLT0732H07,200,uL,DMSO,1096462632,DTXSID2026446,77-90-7,Acetyl tributyl citrate
EPAPLT0732,H08,20.0005,mM,20,mM,EPAPLT0732H08,200,uL,DMSO,1096460549,DTXSID0047167,79-16-3,N-Methylacetamide
EPAPLT0732,H09,20,mM,20,mM,EPAPLT0732H09,200,uL,DMSO,TX006756,DTXSID3027320,824-78-2,Sodium 4-nitrophenolate
EPAPLT0732,H10,19.9997,mM,20,mM,EPAPLT0732H10,200,uL,DMSO,TX003539,DTXSID4020458,2921-88-2,Chlorpyrifos
EPAPLT0732,H11,19.9997,mM,20,mM,EPAPLT0732H11,200,uL,DMSO,1096461320,DTXSID9044742,929-59-9,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine"
EPAPLT0733,A02,20,mM,20,mM,EPAPLT0733A02,200,uL,DMSO,1096459990,DTXSID0020523,51-28-5,"2,4-Dinitrophenol"
EPAPLT0733,A03,20.0002,mM,20,mM,EPAPLT0733A03,200,uL,DMSO,TX003331,DTXSID9021217,58-14-0,Pyrimethamine
EPAPLT0733,A04,20,mM,20,mM,EPAPLT0733A04,200,uL,DMSO,TX014427,DTXSID7029879,65277-42-1,Ketoconazole
EPAPLT0733,A05,19.9997,mM,20,mM,EPAPLT0733A05,200,uL,DMSO,1096462611,DTXSID3025122,1119-40-0,Dimethyl glutarate
EPAPLT0733,A06,20,mM,20,mM,EPAPLT0733A06,200,uL,DMSO,TX003295,DTXSID3020332,77-92-9,Citric acid
EPAPLT0733,A08,19.9997,mM,20,mM,EPAPLT0733A08,200,uL,DMSO,1096461528,DTXSID9034286,26172-55-4,5-Chloro-2-methyl-3(2H)-isothiazolone
EPAPLT0733,A09,20,mM,20,mM,EPAPLT0733A09,200,uL,DMSO,1096462037,DTXSID3021485,121-91-5,"1,3-Benzenedicarboxylic acid"
EPAPLT0733,A10,20.0003,mM,20,mM,EPAPLT0733A10,200,uL,DMSO,1096461178,DTXSID3024368,112-50-5,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol
EPAPLT0733,A11,20,mM,20,mM,EPAPLT0733A11,200,uL,DMSO,1096462475,DTXSID5024051,1445-75-6,Bis(1-methylethyl) methylphosphonate
EPAPLT0733,A12,9.99901,mM,20,mM,EPAPLT0733A12,200,uL,DMSO,1096460555,DTXSID5047249,221246-12-4,Fandosentan potassium salt
EPAPLT0733,B03,20,mM,20,mM,EPAPLT0733B03,200,uL,DMSO,TX002464,DTXSID6034924,650-51-1,Sodium trichloroacetate
EPAPLT0733,B04,20.0314,mM,20,mM,EPAPLT0733B04,200,uL,DMSO,TX001280,DTXSID8020913,91-20-3,Naphthalene
EPAPLT0733,B05,20,mM,20,mM,EPAPLT0733B05,200,uL,DMSO,1096459156,DTXSID1047287,197077-55-7,UK-333747
EPAPLT0733,B06,20.0003,mM,20,mM,EPAPLT0733B06,200,uL,DMSO,TX010322,DTXSID4022367,53-16-7,Estrone
EPAPLT0733,B07,20.0015,mM,20,mM,EPAPLT0733B07,200,uL,DMSO,TX016890,DTXSID7024538,1143-38-0,Anthralin
EPAPLT0733,B08,20,mM,20,mM,EPAPLT0733B08,200,uL,DMSO,1096458630,DTXSID4042416,1191-50-0,Sodium myristyl sulfate
EPAPLT0733,B09,20,mM,20,mM,EPAPLT0733B09,200,uL,DMSO,1096460069,DTXSID7024320,95-94-3,"1,2,4,5-Tetrachlorobenzene"
EPAPLT0733,B10,20,mM,20,mM,EPAPLT0733B10,200,uL,DMSO,1096458406,DTXSID9022312,1806-26-4,4-Octylphenol
EPAPLT0733,B12,20,mM,20,mM,EPAPLT0733B12,200,uL,DMSO,1096462666,DTXSID4020959,99-55-8,C.I. Azoic Diazo Component 12
EPAPLT0733,C02,20.0003,mM,20,mM,EPAPLT0733C02,200,uL,DMSO,1096460888,DTXSID7022049,527-60-6,"2,4,6-Trimethylphenol"
EPAPLT0733,C03,20.0009,mM,20,mM,EPAPLT0733C03,200,uL,DMSO,TX017308,DTXSID8023719,97322-87-7,Troglitazone
EPAPLT0733,C04,20,mM,20,mM,EPAPLT0733C04,200,uL,DMSO,TX006336,DTXSID2047272,249296-43-3,CJ-013610
EPAPLT0733,C05,10,mM,20,mM,EPAPLT0733C05,200,uL,DMSO,1096461005,DTXSID2047303,179465-71-5,CJ-013790
EPAPLT0733,C06,20,mM,20,mM,EPAPLT0733C06,200,uL,DMSO,TX006941,DTXSID1023235,69-65-8,D-Mannitol
EPAPLT0733,C07,13.4732,mM,20,mM,EPAPLT0733C07,200,uL,DMSO,1096455582,DTXSID6047313,263553-33-9,GW473178E methyl benzene sulphonic acid
EPAPLT0733,C10,19.9994,mM,20,mM,EPAPLT0733C10,200,uL,DMSO,1096462637,DTXSID4021894,108-93-0,Cyclohexanol
EPAPLT0733,C12,18.5218,mM,20,mM,EPAPLT0733C12,200,uL,DMSO,1096460404,DTXSID7047358,439687-69-1,Nelivaptan
EPAPLT0733,D03,20.0004,mM,20,mM,EPAPLT0733D03,200,uL,DMSO,TX002794,DTXSID5021419,73-22-3,L-Tryptophan
EPAPLT0733,D04,19.9995,mM,20,mM,EPAPLT0733D04,200,uL,DMSO,TX008534,DTXSID2020713,58-93-5,Hydrochlorothiazide
EPAPLT0733,D05,20,mM,20,mM,EPAPLT0733D05,200,uL,DMSO,1096457949,DTXSID7020348,91-64-5,Coumarin
EPAPLT0733,D06,20.0003,mM,20,mM,EPAPLT0733D06,200,uL,DMSO,1096462525,DTXSID3024940,3252-43-5,Dibromoacetonitrile
EPAPLT0733,D07,19.9998,mM,20,mM,EPAPLT0733D07,200,uL,DMSO,1096458340,DTXSID2048167,138472-01-2,FR 409
EPAPLT0733,D08,20,mM,20,mM,EPAPLT0733D08,200,uL,DMSO,1096460094,DTXSID9020877,90-12-0,1-Methylnaphthalene
EPAPLT0733,D09,20.0003,mM,20,mM,EPAPLT0733D09,200,uL,DMSO,1096460566,DTXSID4024359,95-95-4,"2,4,5-Trichlorophenol"
EPAPLT0733,D10,20.0015,mM,20,mM,EPAPLT0733D10,200,uL,DMSO,1096458497,DTXSID5020576,57-63-6,17alpha-Ethinylestradiol
EPAPLT0733,D11,20.0004,mM,20,mM,EPAPLT0733D11,200,uL,DMSO,1071652374,DTXSID6040747,68-96-2,17alpha-Hydroxyprogesterone
EPAPLT0733,D12,19.9996,mM,20,mM,EPAPLT0733D12,200,uL,DMSO,1096460982,DTXSID5041691,35256-85-0,Butam
EPAPLT0733,E02,20,mM,20,mM,EPAPLT0733E02,200,uL,DMSO,1096460016,DTXSID9026689,102-60-3,"1,1′,1′′,1′′′-(Ethylenedinitrilo)tetrakis(2-propanol)"
EPAPLT0733,E03,10,mM,20,mM,EPAPLT0733E03,200,uL,DMSO,TX008457,DTXSID5020366,427-51-0,Cyproterone acetate
EPAPLT0733,E04,20,mM,20,mM,EPAPLT0733E04,200,uL,DMSO,1096462454,DTXSID3042390,3811-73-2,Sodium (2-pyridylthio)-N-oxide
EPAPLT0733,E05,20.0074,mM,20,mM,EPAPLT0733E05,200,uL,DMSO,1096462921,DTXSID3025178,102-06-7,"1,3-Diphenylguanidine"
EPAPLT0733,E07,20,mM,20,mM,EPAPLT0733E07,200,uL,DMSO,1096462652,DTXSID4021393,112-27-6,Triethylene glycol
EPAPLT0733,E08,20.0099,mM,20,mM,EPAPLT0733E08,200,uL,DMSO,1096461075,DTXSID5021837,100-37-8,"N,N-Diethylethanolamine"
EPAPLT0733,E09,20.0003,mM,20,mM,EPAPLT0733E09,200,uL,DMSO,1096461188,DTXSID9024063,576-26-1,"2,6-Dimethylphenol"
EPAPLT0733,E10,19.9997,mM,20,mM,EPAPLT0733E10,200,uL,DMSO,1096462749,DTXSID0021094,101-80-4,"4,4'-Oxydianiline"
EPAPLT0733,E12,20.0109,mM,20,mM,EPAPLT0733E12,200,uL,DMSO,1096461913,DTXSID1026164,95-53-4,2-Methylaniline
EPAPLT0733,F02,19.5092,mM,20,mM,EPAPLT0733F02,200,uL,DMSO,1096459131,DTXSID6047319,184653-84-7,Carabersat
EPAPLT0733,F03,20.0007,mM,20,mM,EPAPLT0733F03,200,uL,DMSO,TX004449,DTXSID8020040,309-00-2,Aldrin
EPAPLT0733,F04,20,mM,20,mM,EPAPLT0733F04,200,uL,DMSO,1096462503,DTXSID7020005,60-35-5,Acetamide
EPAPLT0733,F05,19.9995,mM,20,mM,EPAPLT0733F05,200,uL,DMSO,1096462725,DTXSID7022174,2104-64-5,EPN
EPAPLT0733,F06,19.9997,mM,20,mM,EPAPLT0733F06,200,uL,DMSO,1096460482,DTXSID8024157,33820-53-0,Isopropalin
EPAPLT0733,F07,19.9996,mM,20,mM,EPAPLT0733F07,200,uL,DMSO,1096460068,DTXSID5020863,41372-08-1,Methyldopa sesquihydrate
EPAPLT0733,F08,20.0003,mM,20,mM,EPAPLT0733F08,200,uL,DMSO,1096460665,DTXSID2026529,88-60-8,2-Tert-Butyl-5-methylphenol
EPAPLT0733,F09,20,mM,20,mM,EPAPLT0733F09,200,uL,DMSO,1213130968,DTXSID8021301,54965-24-1,Tamoxifen citrate
EPAPLT0733,F10,20,mM,20,mM,EPAPLT0733F10,200,uL,DMSO,1213130956,DTXSID3022370,57-83-0,Progesterone
EPAPLT0733,F11,5,mM,20,mM,EPAPLT0733F11,200,uL,DMSO,1096460595,DTXSID8047341,264618-44-2,SSR146977
EPAPLT0733,F12,19.9996,mM,20,mM,EPAPLT0733F12,200,uL,DMSO,1096460708,DTXSID5020867,838-88-0,"4,4'-Methylenebis(o-toluidine)"
EPAPLT0733,G02,19.9997,mM,20,mM,EPAPLT0733G02,200,uL,DMSO,1096458098,DTXSID5048182,712-50-5,Cyclohexylphenylketone
EPAPLT0733,G03,19.9992,mM,20,mM,EPAPLT0733G03,200,uL,DMSO,1096461815,DTXSID0021414,78-42-2,Tris(2-ethylhexyl) phosphate
EPAPLT0733,G04,20.0003,mM,20,mM,EPAPLT0733G04,200,uL,DMSO,TX003515,DTXSID5020108,50-78-2,Aspirin
EPAPLT0733,G05,19.9996,mM,20,mM,EPAPLT0733G05,200,uL,DMSO,1096462675,DTXSID8020462,111-46-6,Diethylene glycol
EPAPLT0733,G06,20,mM,20,mM,EPAPLT0733G06,200,uL,DMSO,TX008337,DTXSID3020465,56-53-1,Diethylstilbestrol
EPAPLT0733,G07,19.9994,mM,20,mM,EPAPLT0733G07,200,uL,DMSO,1096462549,DTXSID4040713,1034-01-1,Octyl gallate
EPAPLT0733,G08,19.9998,mM,20,mM,EPAPLT0733G08,200,uL,DMSO,1096459134,DTXSID1024621,111-96-6,Diethylene glycol dimethyl ether
EPAPLT0733,G10,20,mM,20,mM,EPAPLT0733G10,200,uL,DMSO,1096460993,DTXSID4032459,298-02-2,Phorate
EPAPLT0733,G11,9.99966,mM,20,mM,EPAPLT0733G11,200,uL,DMSO,1096461348,DTXSID0047296,112733-06-9,Zenarestat
EPAPLT0733,G12,20.0004,mM,20,mM,EPAPLT0733G12,200,uL,DMSO,1096460548,DTXSID9033058,584-13-4,"4-Amino-1,2,4-triazole"
EPAPLT0733,H02,19.9998,mM,20,mM,EPAPLT0733H02,200,uL,DMSO,1096457883,DTXSID7040788,121-00-6,2-tert-Butyl-4-methoxyphenol
EPAPLT0733,H03,19.9998,mM,20,mM,EPAPLT0733H03,200,uL,DMSO,TX002917,DTXSID1020221,98-54-4,"4-(1,1-Dimethylethyl)phenol"
EPAPLT0733,H04,20.0002,mM,20,mM,EPAPLT0733H04,200,uL,DMSO,TX002357,DTXSID4020375,50-29-3,DDT
EPAPLT0733,H06,20.0013,mM,20,mM,EPAPLT0733H06,200,uL,DMSO,TX018080,DTXSID8037752,744-45-6,Diphenyl isophthalate
EPAPLT0733,H07,20.0002,mM,20,mM,EPAPLT0733H07,200,uL,DMSO,1096461924,DTXSID4026183,102-82-9,Tributylamine
EPAPLT0733,H08,19.9917,mM,20,mM,EPAPLT0733H08,200,uL,DMSO,1096461041,DTXSID9022817,1260-17-9,Carminic acid
EPAPLT0733,H09,20,mM,20,mM,EPAPLT0733H09,200,uL,DMSO,1096461295,DTXSID1048178,136042-19-8,FR130739
EPAPLT0733,H10,20.3412,mM,20,mM,EPAPLT0733H10,200,uL,DMSO,1096458711,DTXSID9020295,106-47-8,4-Chloroaniline
EPAPLT0733,H11,9.99969,mM,20,mM,EPAPLT0733H11,200,uL,DMSO,1096455626,DTXSID1034187,10540-29-1,Tamoxifen
EPAPLT0734,A02,19.9998,mM,20,mM,EPAPLT0734A02,200,uL,DMSO,1096461717,DTXSID0048507,NOCAS_48507,PharmaGSID_48507
EPAPLT0734,A03,20,mM,20,mM,EPAPLT0734A03,200,uL,DMSO,1096460088,DTXSID8047266,230954-09-3,CP-544439
EPAPLT0734,A04,20.0002,mM,20,mM,EPAPLT0734A04,200,uL,DMSO,1096461179,DTXSID9024489,2835-95-2,5-Amino-2-methylphenol
EPAPLT0734,A05,20,mM,20,mM,EPAPLT0734A05,200,uL,DMSO,1213130650,DTXSID9047251,145742-28-5,CP-122721
EPAPLT0734,A06,19.9995,mM,20,mM,EPAPLT0734A06,200,uL,DMSO,1096461470,DTXSID2020189,3844-45-9,FD&C Blue No. 1
EPAPLT0734,A08,20,mM,20,mM,EPAPLT0734A08,200,uL,DMSO,1096461639,DTXSID9021928,111-15-9,Ethylene glycol monoethyl ether acetate
EPAPLT0734,A09,19.9991,mM,20,mM,EPAPLT0734A09,200,uL,DMSO,TX015539,DTXSID2045232,51-24-1,Tiratricol
EPAPLT0734,A10,19.9976,mM,20,mM,EPAPLT0734A10,200,uL,DMSO,1096458517,DTXSID5022439,81-90-3,Phenolphthalin
EPAPLT0734,A11,20,mM,20,mM,EPAPLT0734A11,200,uL,DMSO,1096458159,DTXSID4047258,124378-77-4,Enadoline
EPAPLT0734,A12,18.1415,mM,20,mM,EPAPLT0734A12,200,uL,DMSO,TX006219,DTXSID3047342,NOCAS_47342,SR125047
EPAPLT0734,B03,20,mM,20,mM,EPAPLT0734B03,200,uL,DMSO,1096460054,DTXSID5027982,33703-08-1,Diisononyl adipate
EPAPLT0734,B04,20,mM,20,mM,EPAPLT0734B04,200,uL,DMSO,TX008152,DTXSID5044572,647-42-7,2-(Perfluorohexyl)ethanol
EPAPLT0734,B05,20,mM,20,mM,EPAPLT0734B05,200,uL,DMSO,1096462412,DTXSID2020262,133-90-4,Chloramben
EPAPLT0734,B06,19.9994,mM,20,mM,EPAPLT0734B06,200,uL,DMSO,1096462877,DTXSID6025438,127-07-1,Hydroxyurea
EPAPLT0734,B07,20.0027,mM,20,mM,EPAPLT0734B07,200,uL,DMSO,1096459334,DTXSID6047369,221671-62-1,SR146131 trifluoroacetate (1:1)
EPAPLT0734,B08,20,mM,20,mM,EPAPLT0734B08,200,uL,DMSO,TX010408,DTXSID1047576,486-56-6,Cotinine
EPAPLT0734,B09,20.0007,mM,20,mM,EPAPLT0734B09,200,uL,DMSO,1096460574,DTXSID9032610,80844-07-1,Etofenprox
EPAPLT0734,B10,20.8237,mM,20,mM,EPAPLT0734B10,200,uL,DMSO,1096471679,DTXSID1025805,26530-20-1,Octhilinone
EPAPLT0734,B12,20,mM,20,mM,EPAPLT0734B12,200,uL,DMSO,TX004594,DTXSID3037709,3871-99-6,Potassium perfluorohexanesulfonate
EPAPLT0734,C02,20.2996,mM,20,mM,EPAPLT0734C02,200,uL,DMSO,1096462757,DTXSID5023877,90-04-0,2-Anisidine
EPAPLT0734,C03,18.0274,mM,20,mM,EPAPLT0734C03,200,uL,DMSO,1096459312,DTXSID4020290,50892-23-4,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid"
EPAPLT0734,C04,19.9941,mM,20,mM,EPAPLT0734C04,200,uL,DMSO,1096462489,DTXSID9020453,60-57-1,Dieldrin
EPAPLT0734,C05,20.0006,mM,20,mM,EPAPLT0734C05,200,uL,DMSO,1096462688,DTXSID5021124,108-95-2,Phenol
EPAPLT0734,C06,19.9998,mM,20,mM,EPAPLT0734C06,200,uL,DMSO,1096458471,DTXSID3037707,29420-49-3,Potassium perfluorobutanesulfonate
EPAPLT0734,C07,20.0002,mM,20,mM,EPAPLT0734C07,200,uL,DMSO,1096462416,DTXSID1037303,375-85-9,Perfluoroheptanoic acid
EPAPLT0734,C10,20.0002,mM,20,mM,EPAPLT0734C10,200,uL,DMSO,1096458138,DTXSID7021992,82385-42-0,Sodium saccharin hydrate
EPAPLT0734,C12,20,mM,20,mM,EPAPLT0734C12,200,uL,DMSO,1096461580,DTXSID8024999,99-54-7,"3,4-Dichloronitrobenzene"
EPAPLT0734,D03,20,mM,20,mM,EPAPLT0734D03,200,uL,DMSO,1096460525,DTXSID1026792,108-44-1,3-Methylaniline
EPAPLT0734,D04,20.0006,mM,20,mM,EPAPLT0734D04,200,uL,DMSO,1096461905,DTXSID6021456,2783-94-0,FD&C Yellow 6
EPAPLT0734,D05,20,mM,20,mM,EPAPLT0734D05,200,uL,DMSO,1096459160,DTXSID7025055,122-62-3,Bis(2-ethylhexyl) decanedioate
EPAPLT0734,D06,20,mM,20,mM,EPAPLT0734D06,200,uL,DMSO,TX006183,DTXSID0047292,227626-75-7,"3-((1-(Aminomethyl)cyclohexyl)methyl)-1,2,4-oxadiazol-5(2H)-one dihydrochloride"
EPAPLT0734,D07,10.4629,mM,20,mM,EPAPLT0734D07,200,uL,DMSO,1096458810,DTXSID2024955,110-05-4,Di-tert-butyl peroxide
EPAPLT0734,D08,20.0002,mM,20,mM,EPAPLT0734D08,200,uL,DMSO,1096461693,DTXSID5047324,219790-72-4,SB281832
EPAPLT0734,D09,20.0003,mM,20,mM,EPAPLT0734D09,200,uL,DMSO,1096472105,DTXSID7027047,127-51-5,alpha-Isomethylionone
EPAPLT0734,D10,20,mM,20,mM,EPAPLT0734D10,200,uL,DMSO,1096460393,DTXSID5047374,477706-73-3,SSR161421
EPAPLT0734,D11,20,mM,20,mM,EPAPLT0734D11,200,uL,DMSO,TX008130,DTXSID7042190,2605-79-0,"N,N-Dimethyldecylamine oxide"
EPAPLT0734,D12,20.0002,mM,20,mM,EPAPLT0734D12,200,uL,DMSO,1096461099,DTXSID8026640,99-62-7,"1,3-Diisopropylbenzene"
EPAPLT0734,E02,20,mM,20,mM,EPAPLT0734E02,200,uL,DMSO,1096462527,DTXSID8025337,75-12-7,Formamide
EPAPLT0734,E03,20.0003,mM,20,mM,EPAPLT0734E03,200,uL,DMSO,1096461918,DTXSID0021832,99-97-8,"N,N,4-Trimethylaniline"
EPAPLT0734,E04,20,mM,20,mM,EPAPLT0734E04,200,uL,DMSO,1096460226,DTXSID2047359,298198-52-4,"4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate"
EPAPLT0734,E05,20,mM,20,mM,EPAPLT0734E05,200,uL,DMSO,TX011726,DTXSID5024055,77-78-1,Dimethyl sulfate
EPAPLT0734,E07,20.0004,mM,20,mM,EPAPLT0734E07,200,uL,DMSO,1096458184,DTXSID7048166,NOCAS_48166,PharmaGSID_48166
EPAPLT0734,E08,18.6219,mM,20,mM,EPAPLT0734E08,200,uL,DMSO,TX012276,DTXSID4048511,1062243-51-9,Ro 3280
EPAPLT0734,E09,20,mM,20,mM,EPAPLT0734E09,200,uL,DMSO,1096461812,DTXSID5020570,6381-77-7,Sodium erythorbate
EPAPLT0734,E10,20.0004,mM,20,mM,EPAPLT0734E10,200,uL,DMSO,1096458238,DTXSID7044928,36673-16-2,Isopropyl triethanolamine titanate
EPAPLT0734,E12,19.9992,mM,20,mM,EPAPLT0734E12,200,uL,DMSO,1096462841,DTXSID8041248,88-58-4,"2,5-Di-tert-butylbenzene-1,4-diol"
EPAPLT0734,F02,20,mM,20,mM,EPAPLT0734F02,200,uL,DMSO,1096460048,DTXSID8020541,57-41-0,"5,5-Diphenylhydantoin"
EPAPLT0734,F03,20.0006,mM,20,mM,EPAPLT0734F03,200,uL,DMSO,1096461117,DTXSID8021800,91-66-7,"N,N-Diethylaniline"
EPAPLT0734,F04,10,mM,20,mM,EPAPLT0734F04,200,uL,DMSO,1096460128,DTXSID6047525,81131-70-6,Pravastatin sodium
EPAPLT0734,F05,20.6884,mM,20,mM,EPAPLT0734F05,200,uL,DMSO,1096460296,DTXSID7021940,111-87-5,1-Octanol
EPAPLT0734,F06,19.9998,mM,20,mM,EPAPLT0734F06,200,uL,DMSO,1096461393,DTXSID3020887,91-62-3,6-Methylquinoline
EPAPLT0734,F07,20,mM,20,mM,EPAPLT0734F07,200,uL,DMSO,1096460095,DTXSID7047271,676116-04-4,PD 0343701
EPAPLT0734,F08,5.99902,mM,20,mM,EPAPLT0734F08,200,uL,DMSO,1096461062,DTXSID3037094,68392-35-8,4-Hydroxytamoxifen
EPAPLT0734,F09,18.4311,mM,20,mM,EPAPLT0734F09,200,uL,DMSO,1096462656,DTXSID5047322,200940-23-4,SB243213A
EPAPLT0734,F10,20.0004,mM,20,mM,EPAPLT0734F10,200,uL,DMSO,1096458383,DTXSID0026252,101-02-0,Triphenyl phosphite
EPAPLT0734,F11,10.0003,mM,20,mM,EPAPLT0734F11,200,uL,DMSO,1096462387,DTXSID8047553,2058-94-8,Perfluoroundecanoic acid
EPAPLT0734,F12,20,mM,20,mM,EPAPLT0734F12,200,uL,DMSO,1096461996,DTXSID1026908,112-25-4,2-Hexyloxyethanol
EPAPLT0734,G02,20,mM,20,mM,EPAPLT0734G02,200,uL,DMSO,1096461243,DTXSID2021941,111-90-0,2-(2-Ethoxyethoxy)ethanol
EPAPLT0734,G03,20,mM,20,mM,EPAPLT0734G03,200,uL,DMSO,1096460959,DTXSID7024376,1929-77-7,Vernolate
EPAPLT0734,G04,19.9996,mM,20,mM,EPAPLT0734G04,200,uL,DMSO,TX001587,DTXSID2021866,105-99-7,Dibutyl adipate
EPAPLT0734,G05,20.0003,mM,20,mM,EPAPLT0734G05,200,uL,DMSO,1096460917,DTXSID1040742,124-94-7,Triamcinolone
EPAPLT0734,G06,20,mM,20,mM,EPAPLT0734G06,200,uL,DMSO,1096458413,DTXSID8020121,26628-22-8,Sodium azide
EPAPLT0734,G07,20.0007,mM,20,mM,EPAPLT0734G07,200,uL,DMSO,1096461380,DTXSID6024460,60-09-3,C.I. Solvent Yellow 1
EPAPLT0734,G08,20,mg/ml,20,mM,EPAPLT0734G08,200,uL,DMSO,TX001569,DTXSID6047527,66456-53-9,"Adipic acid, polypropyleneglycol, laurate"
EPAPLT0734,G10,20,mM,20,mM,EPAPLT0734G10,200,uL,DMSO,1096459177,DTXSID4021717,59-50-7,4-Chloro-3-methylphenol
EPAPLT0734,G11,20,mM,20,mM,EPAPLT0734G11,200,uL,DMSO,1071716969,DTXSID3032620,86479-06-3,Hexaflumuron
EPAPLT0734,G12,20.0117,mM,20,mM,EPAPLT0734G12,200,uL,DMSO,1096460799,DTXSID3025881,95-54-5,"1,2-Phenylenediamine"
EPAPLT0734,H02,10,mM,20,mM,EPAPLT0734H02,200,uL,DMSO,1096461331,DTXSID3047267,NOCAS_47267,CP-642931
EPAPLT0734,H03,9.97618,mM,20,mM,EPAPLT0734H03,200,uL,DMSO,1096461289,DTXSID0042400,1120-01-0,Sodium hexyldecyl sulfate
EPAPLT0734,H04,20,mM,20,mM,EPAPLT0734H04,200,uL,DMSO,1096458829,DTXSID3026691,102-76-1,Triacetin
EPAPLT0734,H06,18.2957,mM,20,mM,EPAPLT0734H06,200,uL,DMSO,1096458444,DTXSID9048512,107071-66-9,Ro 23-7637
EPAPLT0734,H07,20,mM,20,mM,EPAPLT0734H07,200,uL,DMSO,TX004331,DTXSID6025068,84-75-3,Dihexyl phthalate
EPAPLT0734,H08,20,mM,20,mM,EPAPLT0734H08,200,uL,DMSO,1096460543,DTXSID9021390,96-18-4,"1,2,3-Trichloropropane"
EPAPLT0734,H09,20,mM,20,mM,EPAPLT0734H09,200,uL,DMSO,1096458703,DTXSID4027367,1120-36-1,1-Tetradecene
EPAPLT0734,H10,20,mM,20,mM,EPAPLT0734H10,200,uL,DMSO,1096458324,DTXSID6032514,643-79-8,"1,2-Benzenedicarboxaldehyde"
EPAPLT0734,H11,20.6506,mM,20,mM,EPAPLT0734H11,200,uL,DMSO,1096462157,DTXSID2020507,121-69-7,"N,N-Dimethylaniline"
EPAPLT0735,A02,20,mM,20,mM,EPAPLT0735A02,200,uL,DMSO,1096462897,DTXSID5025152,106-65-0,Dimethyl succinate
EPAPLT0735,A03,20,mM,20,mM,EPAPLT0735A03,200,uL,DMSO,1096460695,DTXSID4024985,118-52-5,"1,3-Dichloro-5,5-dimethylhydantoin"
EPAPLT0735,A04,20.0004,mM,20,mM,EPAPLT0735A04,200,uL,DMSO,1096462542,DTXSID9027522,3147-75-9,Octrizole
EPAPLT0735,A05,20,mM,20,mM,EPAPLT0735A05,200,uL,DMSO,1096458021,DTXSID7022413,97-54-1,Isoeugenol
EPAPLT0735,A06,19.9996,mM,20,mM,EPAPLT0735A06,200,uL,DMSO,1096458309,DTXSID9036515,57-85-2,Testosterone propionate
EPAPLT0735,A08,19.9997,mM,20,mM,EPAPLT0735A08,200,uL,DMSO,1096459970,DTXSID5032361,10222-01-2,"2,2-Dibromo-3-nitrilopropionamide"
EPAPLT0735,A09,20.0006,mM,20,mM,EPAPLT0735A09,200,uL,DMSO,TX012268,DTXSID9048516,NOCAS_48516,PharmaGSID_48516
EPAPLT0735,A10,20,mM,20,mM,EPAPLT0735A10,200,uL,DMSO,1096458163,DTXSID8020127,30516-87-1,3'-Azido-3'-deoxythymidine
EPAPLT0735,A11,19.9994,mM,20,mM,EPAPLT0735A11,200,uL,DMSO,1096461037,DTXSID3020916,2243-62-1,"1,5-Naphthalenediamine"
EPAPLT0735,A12,20.0004,mM,20,mM,EPAPLT0735A12,200,uL,DMSO,1096462929,DTXSID3020627,86386-73-4,Fluconazole
EPAPLT0735,B03,19.9996,mM,20,mM,EPAPLT0735B03,200,uL,DMSO,1096461076,DTXSID1021877,107-07-3,2-Chloroethanol
EPAPLT0735,B04,20,mM,20,mM,EPAPLT0735B04,200,uL,DMSO,1096459132,DTXSID1047285,527680-56-4,PHA-00568487
EPAPLT0735,B05,20.8782,mM,20,mM,EPAPLT0735B05,200,uL,DMSO,1096460689,DTXSID9021554,334-48-5,Decanoic acid
EPAPLT0735,B06,19.9995,mM,20,mM,EPAPLT0735B06,200,uL,DMSO,1096461191,DTXSID0047535,82469-79-2,Butyryl-n-trihexylcitrate
